complaint_id,year,general_cap_classification,race
19-0158,2019,CIVIL RIGHTS COMPLAINT,Black
19-0158,2019,CIVIL RIGHTS COMPLAINT,Black
19-0158,2019,CIVIL RIGHTS COMPLAINT,Black
19-0159,2019,LACK OF SERVICE,Other/NA
19-0159,2019,LACK OF SERVICE,Other/NA
19-0159,2019,LACK OF SERVICE,Other/NA
19-0159,2019,LACK OF SERVICE,Other/NA
19-0161,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0162,2019,LACK OF SERVICE,Other/NA
19-0163,2019,DEPARTMENTAL VIOLATIONS,Black
19-0163,2019,DEPARTMENTAL VIOLATIONS,Black
19-0163,2019,DEPARTMENTAL VIOLATIONS,Black
19-0164,2019,LACK OF SERVICE,Black
19-0165,2019,DEPARTMENTAL VIOLATIONS,Black
19-0166,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0166,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0166,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0166,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0167,2019,HARASSMENT,Black
19-0168,2019,LACK OF SERVICE,White
19-0168,2019,LACK OF SERVICE,White
19-0169,2019,LACK OF SERVICE,Black
19-0169,2019,LACK OF SERVICE,Black
19-0169,2019,LACK OF SERVICE,Black
19-0170,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0170,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0171,2019,PHYSICAL ABUSE,Other/NA
19-0172,2019,PHYSICAL ABUSE,Black
19-0172,2019,PHYSICAL ABUSE,Black
19-0172,2019,PHYSICAL ABUSE,Black
19-0172,2019,PHYSICAL ABUSE,Black
19-0173,2019,LACK OF SERVICE,Other/NA
19-0174,2019,LACK OF SERVICE,White
19-0174,2019,LACK OF SERVICE,White
19-0174,2019,LACK OF SERVICE,White
19-0174,2019,LACK OF SERVICE,White
19-0174,2019,LACK OF SERVICE,White
19-0175,2019,LACK OF SERVICE,White
19-0175,2019,LACK OF SERVICE,White
19-0176,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0177,2019,HARASSMENT,Black
19-0178,2019,LACK OF SERVICE,White
19-0178,2019,LACK OF SERVICE,White
19-0178,2019,LACK OF SERVICE,White
19-0178,2019,LACK OF SERVICE,White
19-0178,2019,LACK OF SERVICE,White
19-0179,2019,HARASSMENT,Black
19-0179,2019,HARASSMENT,Black
19-0179,2019,HARASSMENT,Black
19-0179,2019,HARASSMENT,Black
19-0179,2019,HARASSMENT,Black
19-0180,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0180,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0181,2019,DEPARTMENTAL VIOLATIONS,Black
19-0181,2019,DEPARTMENTAL VIOLATIONS,Black
19-0181,2019,DEPARTMENTAL VIOLATIONS,Black
19-0181,2019,DEPARTMENTAL VIOLATIONS,Black
19-0182,2019,LACK OF SERVICE,White
19-0182,2019,LACK OF SERVICE,White
19-0183,2019,PHYSICAL ABUSE,Black
19-0184,2019,CRIMINAL ALLEGATION,Black
19-0184,2019,CRIMINAL ALLEGATION,Black
19-0184,2019,CRIMINAL ALLEGATION,Black
19-0184,2019,CRIMINAL ALLEGATION,Black
19-0184,2019,CRIMINAL ALLEGATION,Black
19-0184,2019,CRIMINAL ALLEGATION,Black
19-0185,2019,DEPARTMENTAL VIOLATIONS,Black
19-0185,2019,DEPARTMENTAL VIOLATIONS,Black
19-0185,2019,DEPARTMENTAL VIOLATIONS,Black
19-0185,2019,DEPARTMENTAL VIOLATIONS,Black
19-0186,2019,PHYSICAL ABUSE,Black
19-0186,2019,PHYSICAL ABUSE,Black
19-0186,2019,PHYSICAL ABUSE,Black
19-0186,2019,PHYSICAL ABUSE,Black
19-0187,2019,LACK OF SERVICE,Other/NA
19-0187,2019,LACK OF SERVICE,Other/NA
19-0188,2019,UNPROFESSIONAL CONDUCT,Black
19-0188,2019,UNPROFESSIONAL CONDUCT,Black
19-0188,2019,UNPROFESSIONAL CONDUCT,Black
19-0188,2019,UNPROFESSIONAL CONDUCT,Black
19-0188,2019,UNPROFESSIONAL CONDUCT,Black
19-0189,2019,PHYSICAL ABUSE,Other/NA
19-0189,2019,PHYSICAL ABUSE,Other/NA
19-0189,2019,PHYSICAL ABUSE,Other/NA
19-0189,2019,PHYSICAL ABUSE,Other/NA
19-0189,2019,PHYSICAL ABUSE,Other/NA
19-0189,2019,PHYSICAL ABUSE,Other/NA
19-0190,2019,DEPARTMENTAL VIOLATIONS,Black
19-0190,2019,DEPARTMENTAL VIOLATIONS,Black
19-0191,2019,LACK OF SERVICE,Black
19-0191,2019,LACK OF SERVICE,Black
19-0192,2019,DEPARTMENTAL VIOLATIONS,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0193,2019,PHYSICAL ABUSE,Black
19-0194,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0194,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0196,2019,LACK OF SERVICE,Other/NA
19-0197,2019,UNPROFESSIONAL CONDUCT,White
19-0197,2019,UNPROFESSIONAL CONDUCT,White
19-0197,2019,UNPROFESSIONAL CONDUCT,White
19-0197,2019,UNPROFESSIONAL CONDUCT,White
19-0198,2019,PHYSICAL ABUSE,Black
19-0198,2019,PHYSICAL ABUSE,Black
19-0198,2019,PHYSICAL ABUSE,Black
19-0198,2019,PHYSICAL ABUSE,Black
19-0198,2019,PHYSICAL ABUSE,Black
19-0198,2019,PHYSICAL ABUSE,Black
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0199,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0200,2019,DEPARTMENTAL VIOLATIONS,Black
19-0201,2019,DEPARTMENTAL VIOLATIONS,White
19-0202,2019,PHYSICAL ABUSE,Black
19-0202,2019,PHYSICAL ABUSE,Black
19-0202,2019,PHYSICAL ABUSE,Black
19-0202,2019,PHYSICAL ABUSE,Black
19-0202,2019,PHYSICAL ABUSE,Black
19-0202,2019,PHYSICAL ABUSE,Black
19-0202,2019,PHYSICAL ABUSE,Black
19-0202,2019,PHYSICAL ABUSE,Black
19-0203,2019,VERBAL ABUSE,Other/NA
19-0204,2019,VERBAL ABUSE,Black
19-0204,2019,VERBAL ABUSE,Black
19-0205,2019,PHYSICAL ABUSE,Black
19-0205,2019,PHYSICAL ABUSE,Black
19-0205,2019,PHYSICAL ABUSE,Black
19-0205,2019,PHYSICAL ABUSE,Black
19-0205,2019,PHYSICAL ABUSE,Black
19-0205,2019,PHYSICAL ABUSE,Black
19-0205,2019,PHYSICAL ABUSE,Black
19-0205,2019,PHYSICAL ABUSE,Black
19-0206,2019,LACK OF SERVICE,Black
19-0206,2019,LACK OF SERVICE,Black
19-0206,2019,LACK OF SERVICE,Black
19-0206,2019,LACK OF SERVICE,Black
19-0206,2019,LACK OF SERVICE,Black
19-0206,2019,LACK OF SERVICE,Black
19-0207,2019,DEPARTMENTAL VIOLATIONS,Black
19-0208,2019,DEPARTMENTAL VIOLATIONS,Black
19-0209,2019,DEPARTMENTAL VIOLATIONS,Black
19-0209,2019,DEPARTMENTAL VIOLATIONS,Black
19-0209,2019,DEPARTMENTAL VIOLATIONS,Black
19-0209,2019,DEPARTMENTAL VIOLATIONS,Black
19-0209,2019,DEPARTMENTAL VIOLATIONS,Black
19-0209,2019,DEPARTMENTAL VIOLATIONS,Black
19-0210,2019,LACK OF SERVICE,Black
19-0210,2019,LACK OF SERVICE,Black
19-0211,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0211,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0212,2019,LACK OF SERVICE,Black
19-0213,2019,LACK OF SERVICE,White
19-0213,2019,LACK OF SERVICE,White
19-0214,2019,PHYSICAL ABUSE,Black
19-0214,2019,PHYSICAL ABUSE,Black
19-0214,2019,PHYSICAL ABUSE,Black
19-0214,2019,PHYSICAL ABUSE,Black
19-0214,2019,PHYSICAL ABUSE,Black
19-0214,2019,PHYSICAL ABUSE,Black
19-0215,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0216,2019,LACK OF SERVICE,Other/NA
19-0216,2019,LACK OF SERVICE,Other/NA
19-0216,2019,LACK OF SERVICE,Other/NA
19-0217,2019,UNPROFESSIONAL CONDUCT,Black
19-0217,2019,UNPROFESSIONAL CONDUCT,Black
19-0217,2019,UNPROFESSIONAL CONDUCT,Black
19-0218,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0219,2019,DEPARTMENTAL VIOLATIONS,Black
19-0220,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0220,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0220,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0221,2019,UNPROFESSIONAL CONDUCT,White
19-0221,2019,UNPROFESSIONAL CONDUCT,White
19-0222,2019,VERBAL ABUSE,Other/NA
19-0222,2019,VERBAL ABUSE,Other/NA
19-0223,2019,HARASSMENT,Black
19-0223,2019,HARASSMENT,Black
19-0224,2019,HARASSMENT,White
19-0224,2019,HARASSMENT,White
19-0224,2019,HARASSMENT,White
19-0225,2019,LACK OF SERVICE,Black
19-0225,2019,LACK OF SERVICE,Black
19-0225,2019,LACK OF SERVICE,Black
19-0226,2019,DEPARTMENTAL VIOLATIONS,White
19-0226,2019,DEPARTMENTAL VIOLATIONS,White
19-0227,2019,PHYSICAL ABUSE,White
19-0227,2019,PHYSICAL ABUSE,White
19-0227,2019,PHYSICAL ABUSE,White
19-0227,2019,PHYSICAL ABUSE,White
19-0227,2019,PHYSICAL ABUSE,White
19-0227,2019,PHYSICAL ABUSE,White
19-0227,2019,PHYSICAL ABUSE,White
19-0227,2019,PHYSICAL ABUSE,White
19-0228,2019,PHYSICAL ABUSE,Black
19-0228,2019,PHYSICAL ABUSE,Black
19-0228,2019,PHYSICAL ABUSE,Black
19-0228,2019,PHYSICAL ABUSE,Black
19-0229,2019,DEPARTMENTAL VIOLATIONS,Black
19-0229,2019,DEPARTMENTAL VIOLATIONS,Black
19-0230,2019,PHYSICAL ABUSE,Other/NA
19-0230,2019,PHYSICAL ABUSE,Other/NA
19-0230,2019,PHYSICAL ABUSE,Other/NA
19-0230,2019,PHYSICAL ABUSE,Other/NA
19-0232,2019,DEPARTMENTAL VIOLATIONS,White
19-0232,2019,DEPARTMENTAL VIOLATIONS,White
19-0233,2019,DEPARTMENTAL VIOLATIONS,Black
19-0233,2019,DEPARTMENTAL VIOLATIONS,Black
19-0234,2019,LACK OF SERVICE,Other/NA
19-0234,2019,LACK OF SERVICE,Other/NA
19-0234,2019,LACK OF SERVICE,Other/NA
19-0235,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0235,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0236,2019,LACK OF SERVICE,White
19-0236,2019,LACK OF SERVICE,White
19-0236,2019,LACK OF SERVICE,White
19-0237,2019,VERBAL ABUSE,Black
19-0237,2019,VERBAL ABUSE,Black
19-0237,2019,VERBAL ABUSE,Black
19-0237,2019,VERBAL ABUSE,Black
19-0238,2019,UNPROFESSIONAL CONDUCT,Black
19-0238,2019,UNPROFESSIONAL CONDUCT,Black
19-0239,2019,LACK OF SERVICE,Black
19-0239,2019,LACK OF SERVICE,Black
19-0240,2019,DEPARTMENTAL VIOLATIONS,Black
19-0241,2019,LACK OF SERVICE,White
19-0241,2019,LACK OF SERVICE,White
19-0242,2019,DEPARTMENTAL VIOLATIONS,Black
19-0242,2019,DEPARTMENTAL VIOLATIONS,Black
19-0242,2019,DEPARTMENTAL VIOLATIONS,Black
19-0243,2019,PHYSICAL ABUSE,Black
19-0243,2019,PHYSICAL ABUSE,Black
19-0243,2019,PHYSICAL ABUSE,Black
19-0243,2019,PHYSICAL ABUSE,Black
19-0243,2019,PHYSICAL ABUSE,Black
19-0243,2019,PHYSICAL ABUSE,Black
19-0243,2019,PHYSICAL ABUSE,Black
19-0243,2019,PHYSICAL ABUSE,Black
19-0243,2019,PHYSICAL ABUSE,Black
19-0244,2019,UNPROFESSIONAL CONDUCT,Black
19-0244,2019,UNPROFESSIONAL CONDUCT,Black
19-0246,2019,DEPARTMENTAL VIOLATIONS,White
19-0246,2019,DEPARTMENTAL VIOLATIONS,White
19-0248,2019,DEPARTMENTAL VIOLATIONS,White
19-0248,2019,DEPARTMENTAL VIOLATIONS,White
19-0248,2019,DEPARTMENTAL VIOLATIONS,White
19-0248,2019,DEPARTMENTAL VIOLATIONS,White
19-0248,2019,DEPARTMENTAL VIOLATIONS,White
19-0248,2019,DEPARTMENTAL VIOLATIONS,White
19-0248,2019,DEPARTMENTAL VIOLATIONS,White
19-0248,2019,DEPARTMENTAL VIOLATIONS,White
19-0249,2019,CIVIL RIGHTS COMPLAINT,Black
19-0249,2019,CIVIL RIGHTS COMPLAINT,Black
19-0250,2019,DEPARTMENTAL VIOLATIONS,White
19-0250,2019,DEPARTMENTAL VIOLATIONS,White
19-0250,2019,DEPARTMENTAL VIOLATIONS,White
19-0251,2019,PHYSICAL ABUSE,Black
19-0251,2019,PHYSICAL ABUSE,Black
19-0252,2019,UNPROFESSIONAL CONDUCT,Black
19-0252,2019,UNPROFESSIONAL CONDUCT,Black
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0253,2019,CIVIL RIGHTS COMPLAINT,Other/NA
19-0254,2019,LACK OF SERVICE,Black
19-0255,2019,CRIMINAL ALLEGATION,Black
19-0255,2019,CRIMINAL ALLEGATION,Black
19-0255,2019,CRIMINAL ALLEGATION,Black
19-0255,2019,CRIMINAL ALLEGATION,Black
19-0255,2019,CRIMINAL ALLEGATION,Black
19-0255,2019,CRIMINAL ALLEGATION,Black
19-0256,2019,DEPARTMENTAL VIOLATIONS,Black
19-0256,2019,DEPARTMENTAL VIOLATIONS,Black
19-0256,2019,DEPARTMENTAL VIOLATIONS,Black
19-0256,2019,DEPARTMENTAL VIOLATIONS,Black
19-0257,2019,UNPROFESSIONAL CONDUCT,Black
19-0258,2019,LACK OF SERVICE,Black
19-0259,2019,DOMESTIC,White
19-0260,2019,LACK OF SERVICE,White
19-0260,2019,LACK OF SERVICE,White
19-0261,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0261,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0261,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0261,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0261,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0261,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0261,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0261,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0261,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0262,2019,HARASSMENT,Other/NA
19-0263,2019,DEPARTMENTAL VIOLATIONS,White
19-0263,2019,DEPARTMENTAL VIOLATIONS,White
19-0263,2019,DEPARTMENTAL VIOLATIONS,White
19-0263,2019,DEPARTMENTAL VIOLATIONS,White
19-0264,2019,UNPROFESSIONAL CONDUCT,White
19-0264,2019,UNPROFESSIONAL CONDUCT,White
19-0264,2019,UNPROFESSIONAL CONDUCT,White
19-0265,2019,CIVIL RIGHTS COMPLAINT,Black
19-0265,2019,CIVIL RIGHTS COMPLAINT,Black
19-0265,2019,CIVIL RIGHTS COMPLAINT,Black
19-0265,2019,CIVIL RIGHTS COMPLAINT,Black
19-0265,2019,CIVIL RIGHTS COMPLAINT,Black
19-0265,2019,CIVIL RIGHTS COMPLAINT,Black
19-0266,2019,CIVIL RIGHTS COMPLAINT,Black
19-0266,2019,CIVIL RIGHTS COMPLAINT,Black
19-0267,2019,DEPARTMENTAL VIOLATIONS,Black
19-0267,2019,DEPARTMENTAL VIOLATIONS,Black
19-0267,2019,DEPARTMENTAL VIOLATIONS,Black
19-0267,2019,DEPARTMENTAL VIOLATIONS,Black
19-0268,2019,CRIMINAL ALLEGATION,White
19-0268,2019,CRIMINAL ALLEGATION,White
19-0269,2019,UNPROFESSIONAL CONDUCT,Black
19-0269,2019,UNPROFESSIONAL CONDUCT,Black
19-0269,2019,UNPROFESSIONAL CONDUCT,Black
19-0270,2019,NON-INVESTIGATORY INCIDENT,Other/NA
19-0270,2019,NON-INVESTIGATORY INCIDENT,Other/NA
19-0271,2019,DEPARTMENTAL VIOLATIONS,Black
19-0271,2019,DEPARTMENTAL VIOLATIONS,Black
19-0273,2019,DEPARTMENTAL VIOLATIONS,Black
19-0273,2019,DEPARTMENTAL VIOLATIONS,Black
19-0273,2019,DEPARTMENTAL VIOLATIONS,Black
19-0273,2019,DEPARTMENTAL VIOLATIONS,Black
19-0273,2019,DEPARTMENTAL VIOLATIONS,Black
19-0273,2019,DEPARTMENTAL VIOLATIONS,Black
19-0274,2019,UNPROFESSIONAL CONDUCT,Black
19-0274,2019,UNPROFESSIONAL CONDUCT,Black
19-0274,2019,UNPROFESSIONAL CONDUCT,Black
19-0274,2019,UNPROFESSIONAL CONDUCT,Black
19-0275,2019,CRIMINAL ALLEGATION,White
19-0275,2019,CRIMINAL ALLEGATION,White
19-0276,2019,CRIMINAL ALLEGATION,Other/NA
19-0276,2019,CRIMINAL ALLEGATION,Other/NA
19-0278,2019,PHYSICAL ABUSE,White
19-0278,2019,PHYSICAL ABUSE,White
19-0278,2019,PHYSICAL ABUSE,White
19-0279,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0279,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0280,2019,CIVIL RIGHTS COMPLAINT,Black
19-0280,2019,CIVIL RIGHTS COMPLAINT,Black
19-0280,2019,CIVIL RIGHTS COMPLAINT,Black
19-0280,2019,CIVIL RIGHTS COMPLAINT,Black
19-0280,2019,CIVIL RIGHTS COMPLAINT,Black
19-0280,2019,CIVIL RIGHTS COMPLAINT,Black
19-0281,2019,DRUGS,White
19-0281,2019,DRUGS,White
19-0281,2019,DRUGS,White
19-0281,2019,DRUGS,White
19-0282,2019,LACK OF SERVICE,Other/NA
19-0282,2019,LACK OF SERVICE,Other/NA
19-0282,2019,LACK OF SERVICE,Other/NA
19-0282,2019,LACK OF SERVICE,Other/NA
19-0283,2019,PHYSICAL ABUSE,Black
19-0284,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0284,2019,DEPARTMENTAL VIOLATIONS,Other/NA
19-0285,2019,PHYSICAL ABUSE,Other/NA
19-0285,2019,PHYSICAL ABUSE,Other/NA
19-0285,2019,PHYSICAL ABUSE,Other/NA
19-0286,2019,FALSIFICATION,Black
19-0286,2019,FALSIFICATION,Black
19-0286,2019,FALSIFICATION,Black
19-0286,2019,FALSIFICATION,Black
19-0286,2019,FALSIFICATION,Black
19-0286,2019,FALSIFICATION,Black
19-0286,2019,FALSIFICATION,Black
19-0286,2019,FALSIFICATION,Black
19-0286,2019,FALSIFICATION,Black
19-0287,2019,CRIMINAL ALLEGATION,Black
19-0287,2019,CRIMINAL ALLEGATION,Black
19-0288,2019,DEPARTMENTAL VIOLATIONS,Black
19-0288,2019,DEPARTMENTAL VIOLATIONS,Black
19-0289,2019,VERBAL ABUSE,Black
19-0290,2019,HARASSMENT,Other/NA
19-0291,2019,LACK OF SERVICE,Black
19-0292,2019,CRIMINAL ALLEGATION,Other/NA
19-0293,2019,CRIMINAL ALLEGATION,Black
19-0294,2019,DEPARTMENTAL VIOLATIONS,Black
19-0294,2019,DEPARTMENTAL VIOLATIONS,Black
19-0295,2019,DEPARTMENTAL VIOLATIONS,Black
19-0295,2019,DEPARTMENTAL VIOLATIONS,Black
19-0296,2019,DEPARTMENTAL VIOLATIONS,White
19-0297,2019,CRIMINAL ALLEGATION,White
19-0297,2019,CRIMINAL ALLEGATION,White
19-0298,2019,PHYSICAL ABUSE,Black
19-0299,2019,DEPARTMENTAL VIOLATIONS,Black
19-0300,2019,HARASSMENT,Black
19-0301,2019,LACK OF SERVICE,Other/NA
19-0301,2019,LACK OF SERVICE,Other/NA
19-0301,2019,LACK OF SERVICE,Other/NA
19-0301,2019,LACK OF SERVICE,Other/NA
19-0302,2019,DEPARTMENTAL VIOLATIONS,Black
19-0303,2019,DEPARTMENTAL VIOLATIONS,Black
19-0304,2019,DEPARTMENTAL VIOLATIONS,Black
19-0304,2019,DEPARTMENTAL VIOLATIONS,Black
19-0304,2019,DEPARTMENTAL VIOLATIONS,Black
19-0304,2019,DEPARTMENTAL VIOLATIONS,Black
19-0305,2019,LACK OF SERVICE,Black
19-0305,2019,LACK OF SERVICE,Black
19-0305,2019,LACK OF SERVICE,Black
19-0306,2019,DEPARTMENTAL VIOLATIONS,Black
19-0306,2019,DEPARTMENTAL VIOLATIONS,Black
19-0306,2019,DEPARTMENTAL VIOLATIONS,Black
19-0307,2019,NON-INVESTIGATORY INCIDENT,Other/NA
19-0307,2019,NON-INVESTIGATORY INCIDENT,Other/NA
19-0308,2019,PHYSICAL ABUSE,Black
19-0308,2019,PHYSICAL ABUSE,Black
19-0308,2019,PHYSICAL ABUSE,Black
19-0309,2019,CRIMINAL ALLEGATION,Black
19-0309,2019,CRIMINAL ALLEGATION,Black
19-0309,2019,CRIMINAL ALLEGATION,Black
19-0309,2019,CRIMINAL ALLEGATION,Black
19-0310,2019,PHYSICAL ABUSE,Other/NA
19-0310,2019,PHYSICAL ABUSE,Other/NA
19-0310,2019,PHYSICAL ABUSE,Other/NA
19-0310,2019,PHYSICAL ABUSE,Other/NA
19-0311,2019,VERBAL ABUSE,White
19-0311,2019,VERBAL ABUSE,White
19-0312,2019,UNPROFESSIONAL CONDUCT,Black
19-0312,2019,UNPROFESSIONAL CONDUCT,Black
19-0312,2019,UNPROFESSIONAL CONDUCT,Black
19-0312,2019,UNPROFESSIONAL CONDUCT,Black
19-0312,2019,UNPROFESSIONAL CONDUCT,Black
19-0313,2019,PHYSICAL ABUSE,White
19-0313,2019,PHYSICAL ABUSE,White
19-0313,2019,PHYSICAL ABUSE,White
19-0314,2019,PHYSICAL ABUSE,Black
19-0314,2019,PHYSICAL ABUSE,Black
19-0315,2019,DOMESTIC,Black
19-0317,2019,CRIMINAL ALLEGATION,Black
19-0317,2019,CRIMINAL ALLEGATION,Black
19-0317,2019,CRIMINAL ALLEGATION,Black
19-0317,2019,CRIMINAL ALLEGATION,Black
19-0318,2019,LACK OF SERVICE,Other/NA
19-0319,2019,CIVIL RIGHTS COMPLAINT,Black
19-0319,2019,CIVIL RIGHTS COMPLAINT,Black
19-0319,2019,CIVIL RIGHTS COMPLAINT,Black
19-0319,2019,CIVIL RIGHTS COMPLAINT,Black
19-0319,2019,CIVIL RIGHTS COMPLAINT,Black
19-0319,2019,CIVIL RIGHTS COMPLAINT,Black
19-0320,2019,DEPARTMENTAL VIOLATIONS,Black
19-0320,2019,DEPARTMENTAL VIOLATIONS,Black
19-0321,2019,DEPARTMENTAL VIOLATIONS,Black
19-0321,2019,DEPARTMENTAL VIOLATIONS,Black
19-0321,2019,DEPARTMENTAL VIOLATIONS,Black
19-0321,2019,DEPARTMENTAL VIOLATIONS,Black
19-0321,2019,DEPARTMENTAL VIOLATIONS,Black
19-0321,2019,DEPARTMENTAL VIOLATIONS,Black
19-0322,2019,DEPARTMENTAL VIOLATIONS,Black
19-0322,2019,DEPARTMENTAL VIOLATIONS,Black
19-0322,2019,DEPARTMENTAL VIOLATIONS,Black
19-0323,2019,DEPARTMENTAL VIOLATIONS,Black
19-0323,2019,DEPARTMENTAL VIOLATIONS,Black
19-0323,2019,DEPARTMENTAL VIOLATIONS,Black
19-0323,2019,DEPARTMENTAL VIOLATIONS,Black
19-0323,2019,DEPARTMENTAL VIOLATIONS,Black
19-0324,2019,DEPARTMENTAL VIOLATIONS,Black
19-0324,2019,DEPARTMENTAL VIOLATIONS,Black
19-0324,2019,DEPARTMENTAL VIOLATIONS,Black
19-0325,2019,VERBAL ABUSE,Black
19-0325,2019,VERBAL ABUSE,Black
19-0325,2019,VERBAL ABUSE,Black
19-0326,2019,PHYSICAL ABUSE,Black
19-0326,2019,PHYSICAL ABUSE,Black
19-0326,2019,PHYSICAL ABUSE,Black
19-0326,2019,PHYSICAL ABUSE,Black
19-0326,2019,PHYSICAL ABUSE,Black
19-0326,2019,PHYSICAL ABUSE,Black
19-0326,2019,PHYSICAL ABUSE,Black
19-0326,2019,PHYSICAL ABUSE,Black
19-0326,2019,PHYSICAL ABUSE,Black
19-0327,2019,LACK OF SERVICE,Other/NA
19-0327,2019,LACK OF SERVICE,Other/NA
19-0327,2019,LACK OF SERVICE,Other/NA
19-0327,2019,LACK OF SERVICE,Other/NA
19-0327,2019,LACK OF SERVICE,Other/NA
19-0327,2019,LACK OF SERVICE,Other/NA
19-0328,2019,DEPARTMENTAL VIOLATIONS,Black
19-0328,2019,DEPARTMENTAL VIOLATIONS,Black
19-0328,2019,DEPARTMENTAL VIOLATIONS,Black
